ShortIndustry,Industry,IssuedbyOrganization,Issued for Organization,Title,Tender No,ProcurementMethod,Issued Date,Amendments,ClosingDate,SuccessfulVendor,SuccessfulVendorCity,AwardTotal,DateAwarded,Province,Country,IssuedYr,ClosingYr,AwardedYr,IssuedMon,ClosingMon,AwardedMon
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Abbey Medical Supplies Ltd,Abbotsford,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,1st Choice Mobility Products Inc. - Region 3,Abbotsford,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Shoppers Home Health (BC) Inc. - Region 1,Burnaby,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,BC Medequip Home Health Care - Region 3,Burnaby,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Centric Health Corporation - Region 3,Burnaby,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Advanced Mobility Products Ltd - Region 3,Burnaby,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,0800030 BC Ltd. - Region 2,Cranbrook,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Isle Vista Holdings (2001) Inc. - Region 1,Kamloops,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Centric Health Corporation - Region 4,Kamloops,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Advanced Mobility Products Ltd - Region 4,Nanaimo,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Creative Mobility Products Inc - Region 1,Penticton,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Creative Mobility Products Inc - Region 2,Penticton,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,PG Surg-Med Ltd - Region 1,Prince George,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,511857 BC Ltd - Region 5,Prince George,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,PG Surg-Med Ltd - Region 5,Prince George,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Medichair Lower Mainland - Region 3,Surrey,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,0816259 BC Ltd. - Region 5,Terrace,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,MacDonald's Home Health Care - Region 3,Vancouver,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Selfcare Home Health Products Ltd - Region 3,Vancouver,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Shoppers Home Health Care - Region 3,Vancouver,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Shoppers Home Health Care - Region 4,Victoria,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,Island Mediquip Ltd.,Victoria,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
COSRV,"Education, Social, and Community Services","Ministry of Technology, Innovation and Citizens' Services","Ministry of Technology, Innovation and Citizens' Services",Mobility Devices and Durable Medical Equipment,ON-002508,RFP,2014-05-30,8,2014-06-10,HealthLinc Medical Equipment Ltd. - Region 3,Richmond,$0.00,2014-09-01,British Columbia,Canada,2014,2014,2014,5,6,9
Health,Health,Ministry of Health,Ministry of Health,Support for Panorama Implementation Project,SRFPHL207,SRFP,2014-06-26,2,2014-07-10,Cindy Lee Anderson,Victoria,"$57,000.00",2014-09-01,British Columbia,Canada,2014,2014,2014,6,7,9
COSRV,"Education, Social, and Community Services",Ministry of Education,Ministry of Education,Data Exchange Project,ON-002536,RFP,2014-07-22,3,2014-07-25,S.i.Systems,Victoria,"$270,000.00",2014-09-01,British Columbia,Canada,2014,2014,2014,7,7,9
Culture,"Art, Culture, and Tourism","Ministry of Jobs, Tourism and Skills Training","Ministry of Jobs, Tourism and Skills Training",FIRST NATIONS ECONOMIC DEVELOPMENT DATABASE,SRFP15-CSI-01,SRFP,2014-08-05,2,2014-08-08,Dynamic Solutions Inc,Victoria,"$25,000.00",2014-09-01,British Columbia,Canada,2014,2014,2014,8,8,9
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,Request for Proposals Process Server - Kamloops and Area,MCFD-6-2014,RFP,2014-08-11,3,2014-08-14,1st Priority Process Servers,Kamloops,"$10,500.00",2014-09-01,British Columbia,Canada,2014,2014,2014,8,8,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Climate Based Seed Transfer (CBST) Project Management,1070-30/CS15FHQ095,RFP,2014-08-11,1,2014-08-18,Conexus Consulting Services,Vernon,"$40,000.00",2014-09-01,British Columbia,Canada,2014,2014,2014,8,8,9
ENVOMT,Natural Resources and Agriculture,Ministry of Environment,Ministry of Environment,Babine Mountains Park Silver King Trail Upgrades,BABINES 2014-1,ITQ,2014-08-07,2,2014-08-11,N/A,N/A,$0.00,2014-09-02,N/A,N/A,2014,2014,2014,8,8,9
ENVOMT,Natural Resources and Agriculture,Ministry of Environment,Ministry of Environment,Meziadin Picnic Shelter Repairs,MEZIADIN CP15SME015,ITQ,2014-08-08,0,2014-09-02,N/A,N/A,$0.00,2014-09-02,N/A,N/A,2014,2014,2014,8,9,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Steel Pipe Augering,36817MN0000,MOTITT,2014-08-12,1,2014-08-25,White Bear Industries Ltd,Terrace,"$143,154.00",2014-09-02,British Columbia,Canada,2014,2014,2014,8,8,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Steel Pipe Augering,37117MN0000,MOTITT,2014-08-12,2,2014-08-25,White Bear Industries Ltd.,Terrace,"$197,290.00",2014-09-02,British Columbia,Canada,2014,2014,2014,8,8,9
ENVOMT,Natural Resources and Agriculture,Ministry of Environment,Ministry of Environment,Babine Mountains Silverking Trail works,BABINE ITQ 2014-2,ITQ,2014-08-13,0,2014-08-19,Specialized Earthworks Ltd.,Smithers,"$49,421.40",2014-09-02,British Columbia,Canada,2014,2014,2014,8,8,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Widen the existing shoulder to accomodate cyclists,23498MN0001,MOTITT,2014-08-14,0,2014-08-28,Arterra Construction Ltd.,Kelowna,"$93,567.78",2014-09-02,British Columbia,Canada,2014,2014,2014,8,8,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Electrical Mntce,Ministry of Transportation and Infrastructure - Electrical Mntce,Southern Interior Service Area,ELEC-SASI-R2,RFP,2014-07-10,0,2014-08-25,Westcana Electric Inc.,Prince George,"$3,032,000.00",2014-09-03,British Columbia,Canada,2014,2014,2014,7,8,9
COSRV,"Education, Social, and Community Services",Ministry of Children and Family Development,Ministry of Children and Family Development,Caregiver Support Network Support Home for the Cowichan Valley,CSN2014COWICHANVALLE,NTV,2014-07-18,3,2014-07-23,Lisa Darlene Varasteh,Duncan,"$39,356.00",2014-09-03,British Columbia,Canada,2014,2014,2014,7,7,9
GovLAW,Government and Law,Procurement Services Branch,Ministry of Justice,2015 Ford Utility Interceptor upfits - MoJ,ITQ-004286,Itq,2014-07-28,0,2014-08-25,AVO Vehicle Outfitting Inc.,Port Coquitlam,"$99,467.92",2014-09-03,British Columbia,Canada,2014,2014,2014,7,8,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Capture and Removal of Spent Forest and Orchard Tree Cones,FS15FHQ166,ITT,2014-07-29,0,2014-08-14,Super Save Disposal Inc.,Surrey,"$2,700.00",2014-09-03,British Columbia,Canada,2014,2014,2014,7,8,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Resurfacing - Sunshine Coast,12535MJ2014,MOTITT,2014-08-05,0,2014-08-27,BA Blacktop Ltd.,Sechelt,"$1,361,767.68",2014-09-03,British Columbia,Canada,2014,2014,2014,8,8,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",EN15DOS004 Forest Road Sub-grade construction - North Fork FSR,EN15DOS004,ITT,2014-08-18,1,2014-09-03,Glen Labby Contracting Ltd.,Vernon,"$250,400.00",2014-09-03,British Columbia,Canada,2014,2014,2014,8,9,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Westside Road - Waterfront Farm to Blue Grouse,23697MJ0001,MOTITT,2014-08-21,3,2014-08-28,Emil Anderson Construction (EAC) Inc.,Kelowna,"$4,371,423.06",2014-09-03,British Columbia,Canada,2014,2014,2014,8,8,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Public Safety Hazard Abatement,WK16DPG107,ITT,2015-08-28,4,2015-09-01,Nahanni Construction Ltd.,Prince George,"$84,000.00",2014-09-03,British Columbia,Canada,2015,2015,2014,8,9,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Road Maintenance and Deactivation - Chilliwack Forest District,EN15LMN303,ITT,2014-06-12,1,2014-06-16,West Bridge Corporation,North Vancouver,"$226,000.00",2014-09-04,British Columbia,Canada,2014,2014,2014,6,6,9
ENVOMT,Natural Resources and Agriculture,Ministry of Environment,Ministry of Environment,Economic Tools for Climate Change Adaptation,RFPGS15JHQ-079,RFP,2014-07-17,0,2014-08-15,All One Sky Foundation,Calgary,"$41,986.00",2014-09-04,Alberta,Canada,2014,2014,2014,7,8,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Concrete Slab Bridge Installation - 62km Finlay Russel FSR,EN15PGN336-A,ITT,2014-07-25,0,2014-09-04,Platinum Stone Contracting Ltd.,Mission,"$87,443.00",2014-09-04,British Columbia,Canada,2014,2014,2014,7,9,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,H3 Creston Pine St / Railway Ave. Intersection Upgrade,23236MJ0000,MOTITT,2014-07-28,7,2014-08-07,Maglio Industries Ltd. DBA Maglio Installations Lt,Castlegar,"$2,280,744.00",2014-09-04,British Columbia,Canada,2014,2014,2014,7,8,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Layout and GPS of Planting Openings,LD15DPG016,ITT,2014-08-21,2,2014-09-02,SENECA ENTERPRISES LTD.,PRINCE GEORGE,"$49,565.51",2014-09-04,British Columbia,Canada,2014,2014,2014,8,9,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Nahatlatch River FSR Jump Span Replacement and Guardrail Upgrade,EN15LMN304,ITT,2014-08-28,3,2014-09-02,West Bridge Corporation,North Vancouver,"$226,000.00",2014-09-04,British Columbia,Canada,2014,2014,2014,8,9,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rock Slope Stabilization,11404MJ0227,MOTITT,2014-08-07,0,2014-08-28,Emil Anderson Maintenance Co. Ltd.,Rosedale,"$410,862.92",2014-09-05,British Columbia,Canada,2014,2014,2014,8,8,9
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Mechanical Site Prep in the Thompson Rivers Forest District,SP15DTR001,ITT,2014-07-29,1,2014-08-14,N/A,N/A,$0.00,2014-09-08,N/A,N/A,2014,2014,2014,7,8,9
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations","2 Ultra Low Temperature Freezers (Vernon, BC)",ITQ-004295,Itq,2014-08-20,0,2014-08-28,Custom Air Conditioning Ltd,Port Coquitlam,"$27,917.40",2014-09-08,British Columbia,Canada,2014,2014,2014,8,8,9
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Paving - Hwy 8 Lower Nicola to Petit Cr Rd & Curnow Br to Hwy 1,23680MJ0000,MOTITT,2014-08-26,1,2014-09-03,Dawson Construction Limited,Kamloops,"$2,184,099.76",2014-09-08,British Columbia,Canada,2014,2014,2014,8,9,9
